Reactant Fraction for H2 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CO C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CO2 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CH4 C1 Inlet1 PFR (C1)_(mole_fraction),Axial Velocity C1 Inlet1 PFR (C1)_(cm/sec),Pressure C1 PFR PFR (C1)_(atm),Temperature C1 PFR PFR (C1)_(C),Reactant Fraction for NH3 C1 Inlet1 PFR (C1)_(mole_fraction),Plug flow residence time end point_(sec),Mole fraction NO end point,Mole fraction NH3 end point,Mole fraction CO end point,Mole fraction CH4 end point,Mole fraction H2 end point,Mole fraction NO2 end point,Mole fraction N2O end point
0,0,0.15,0,75,2.5,975,0.00036,0.5984512,4.35E-05,-5.68E-12,4.91E-07,0,2.04E-10,9.91E-07,1.89E-06
0,0,0.15,0,75,2.5,1000,0.00036,0.5984463,5.41E-05,-4.88E-13,3.61E-07,0,1.93E-10,8.52E-07,7.11E-07
0,0,0.15,0,75,2.5,1025,0.00036,0.5984629,6.73E-05,-1.71E-12,2.87E-07,0,1.96E-10,7.52E-07,1.99E-07
0,0,0.15,0,75,2.5,1050,0.00036,0.5984931,8.34E-05,9.95E-13,2.44E-07,0,2.31E-10,7.23E-07,5.36E-08
0,0,0.15,0,75,2.5,1075,0.00036,0.5985322,0.000102524,-4.93E-17,2.37E-07,0,3.10E-10,7.60E-07,3.16E-08
0,0,0.15,0,75,2.5,1100,0.00036,0.598577,0.000124504,9.97E-15,2.83E-07,0,4.41E-10,8.24E-07,3.29E-08
0,0,0.15,0,75,2.5,1125,0.00036,0.5986252,0.000148924,-1.77E-15,3.96E-07,0,6.40E-10,8.94E-07,3.69E-08
0,0,0.15,0,75,2.5,1150,0.00036,0.5986752,0.000175081,7.44E-18,5.87E-07,0,9.27E-10,9.62E-07,4.17E-08
0,0,0.15,0,75,2.5,1175,0.00036,0.5987256,0.000202124,1.22E-17,8.78E-07,0,1.33E-09,1.02E-06,4.70E-08
0,0,0.15,0,75,2.5,1200,0.00036,0.5987753,0.000229198,1.97E-17,1.30E-06,0,1.88E-09,1.07E-06,5.29E-08
0,0,0.15,0,75,2.5,1225,0.00036,0.5988236,0.000255574,2.84E-17,1.90E-06,0,2.64E-09,1.10E-06,5.92E-08
0,0,0.15,0,75,2.5,1250,0.00036,0.5988703,0.000280709,4.28E-17,2.74E-06,0,3.66E-09,1.12E-06,6.60E-08
0.000408,0.000276,0.150372,0.000126,75,5,550,0.00024,0.5999999,0.000199938,0.000239998,0.000275999,0.000126,0.000407998,5.96E-08,0
0.000408,0.000276,0.150372,0.000126,75,5,575,0.00024,0.5999999,0.00019993,0.000239994,0.000275998,0.000125999,0.000407993,6.42E-08,0
0.000408,0.000276,0.150372,0.000126,75,5,600,0.00024,0.5999998,0.000199901,0.000239984,0.000275994,0.000125996,0.000407979,8.24E-08,0
0.000408,0.000276,0.150372,0.000126,75,5,625,0.00024,0.5999996,0.000199818,0.000239957,0.000275986,0.000125989,0.00040794,1.37E-07,0
0.000408,0.000276,0.150372,0.000126,75,5,650,0.00024,0.5999989,0.000199569,0.000239873,0.000275963,0.000125964,0.00040782,3.02E-07,0
0.000408,0.000276,0.150372,0.000126,75,5,675,0.00024,0.5999963,0.000198647,0.000239553,0.00027589,0.000125862,0.000407358,9.08E-07,0
0.000408,0.000276,0.150372,0.000126,75,5,700,0.00024,0.5999714,0.000186106,0.000234613,0.000275101,0.000124154,0.000400197,9.01E-06,6.28E-08
0.000408,0.000276,0.150372,0.000126,75,5,725,0.00024,0.5971788,7.04E-05,3.34E-06,0.000203795,8.44E-06,1.28E-05,8.57E-05,2.39E-05
0.000408,0.000276,0.150372,0.000126,75,5,750,0.00024,0.5964608,6.79E-05,1.22E-06,0.000177706,4.02E-06,5.07E-06,8.34E-05,2.32E-05
0.000408,0.000276,0.150372,0.000126,75,5,775,0.00024,0.5961836,6.90E-05,5.77E-07,0.000160365,2.15E-06,2.37E-06,7.64E-05,2.21E-05
0.000408,0.000276,0.150372,0.000126,75,5,800,0.00024,0.5960224,7.16E-05,2.33E-07,0.000141259,9.91E-07,9.37E-07,6.73E-05,2.05E-05
0.000408,0.000276,0.150372,0.000126,75,5,825,0.00024,0.5959075,7.55E-05,5.79E-08,0.000115723,3.06E-07,2.34E-07,5.67E-05,1.82E-05
0.000408,0.000276,0.150372,0.000126,75,5,850,0.00024,0.5958084,8.11E-05,4.86E-09,8.11E-05,3.95E-08,2.59E-08,4.46E-05,1.51E-05
0.000408,0.000276,0.150372,0.000126,75,5,875,0.00024,0.5957148,8.92E-05,6.12E-11,4.37E-05,1.08E-09,4.64E-09,3.12E-05,1.13E-05
0.000408,0.000276,0.150372,0.000126,75,5,900,0.00024,0.5956393,9.93E-05,6.04E-13,1.71E-05,3.83E-12,2.08E-09,1.83E-05,7.19E-06
0.000408,0.000276,0.150372,0.000126,75,5,925,0.00024,0.5956063,0.000108972,5.66E-13,5.36E-06,-3.36E-16,8.20E-10,9.36E-06,3.64E-06
0.000408,0.000276,0.150372,0.000126,75,5,950,0.00024,0.5956223,0.000118765,5.83E-13,1.64E-06,1.21E-19,3.52E-10,4.93E-06,1.35E-06
0.000408,0.000276,0.150372,0.000126,75,5,975,0.00024,0.5956767,0.000130793,5.37E-13,5.57E-07,1.50E-19,2.02E-10,3.01E-06,3.46E-07
0.000408,0.000276,0.150372,0.000126,75,5,1000,0.00024,0.5957554,0.000146062,4.39E-13,2.08E-07,-3.31E-20,1.67E-10,2.24E-06,7.39E-08
0.000408,0.000276,0.150372,0.000126,75,5,1025,0.00024,0.5958483,0.000164603,3.10E-13,9.96E-08,-7.70E-21,2.00E-10,2.04E-06,3.61E-08
0.000408,0.000276,0.150372,0.000126,75,5,1050,0.00024,0.5959485,0.000185997,1.81E-13,9.00E-08,2.82E-22,2.87E-10,2.04E-06,3.69E-08
0.000408,0.000276,0.150372,0.000126,75,5,1075,0.00024,0.5960515,0.000209272,8.21E-14,1.28E-07,2.41E-21,4.29E-10,2.07E-06,4.16E-08
0.000408,0.000276,0.150372,0.000126,75,5,1100,0.00024,0.5961542,0.000233015,2.63E-14,1.98E-07,1.70E-23,6.39E-10,2.10E-06,4.73E-08
0.000408,0.000276,0.150372,0.000126,75,5,1125,0.00024,0.5962539,0.000255792,5.19E-15,3.04E-07,1.45E-24,9.38E-10,2.11E-06,5.38E-08
0.000408,0.000276,0.150372,0.000126,75,5,1150,0.00024,0.5963495,0.000276594,1.10E-15,4.61E-07,1.76E-24,1.36E-09,2.09E-06,6.09E-08
0.000408,0.000276,0.150372,0.000126,75,5,1175,0.00024,0.5964403,0.00029499,1.68E-16,6.91E-07,1.78E-25,1.95E-09,2.05E-06,6.87E-08
0.000408,0.000276,0.150372,0.000126,75,5,1200,0.00024,0.5965266,0.000310988,6.90E-17,1.02E-06,2.09E-26,2.76E-09,2.00E-06,7.72E-08
0.000408,0.000276,0.150372,0.000126,75,5,1225,0.00024,0.5966087,0.000324818,8.83E-17,1.49E-06,9.94E-28,3.85E-09,1.93E-06,8.64E-08
0.000408,0.000276,0.150372,0.000126,75,5,1250,0.00024,0.5966873,0.000336833,1.34E-16,2.14E-06,-7.53E-29,5.33E-09,1.86E-06,9.63E-08
0,0,0.15,0,100,0.5,550,0,0.45,0.0002,0,0,0,0,0,0
0,0,0.15,0,100,0.5,575,0,0.45,0.0002,0,0,0,0,0,0
0,0,0.15,0,100,0.5,600,0,0.45,0.000199999,0,0,0,0,0,0
0,0,0.15,0,100,0.5,625,0,0.45,0.000199999,0,0,0,0,0,0
0,0,0.15,0,100,0.5,650,0,0.45,0.000199999,0,0,0,0,0,0
0,0,0.15,0,100,0.5,675,0,0.45,0.000199998,0,0,0,0,0,0
0,0,0.15,0,100,0.5,700,0,0.45,0.000199997,0,0,0,0,0,0
0,0,0.15,0,100,0.5,725,0,0.45,0.000199995,0,0,0,0,0,0
0,0,0.15,0,100,0.5,750,0,0.45,0.000199991,0,0,0,0,0,0
0,0,0.15,0,100,0.5,775,0,0.45,0.000199986,0,0,0,0,1.43E-08,0
0,0,0.15,0,100,0.5,800,0,0.45,0.000199977,0,0,0,0,2.31E-08,0
0,0,0.15,0,100,0.5,825,0,0.45,0.000199964,0,0,0,0,3.65E-08,0
0,0,0.15,0,100,0.5,850,0,0.45,0.000199944,0,0,0,0,5.65E-08,0
0,0,0.15,0,100,0.5,875,0,0.45,0.000199915,0,0,0,0,8.55E-08,0
0,0,0.15,0,100,0.5,900,0,0.45,0.000199873,0,0,0,0,1.27E-07,0
0,0,0.15,0,100,0.5,925,0,0.45,0.000199818,0,0,0,0,1.82E-07,0
0,0,0.15,0,100,0.5,950,0,0.45,0.000199746,0,0,0,0,2.54E-07,0
0,0,0.15,0,100,0.5,975,0,0.45,0.000199658,0,0,0,0,3.42E-07,0
0,0,0.15,0,100,0.5,1000,0,0.45,0.000199562,0,0,0,0,4.38E-07,0
0,0,0.15,0,100,0.5,1025,0,0.45,0.000199474,0,0,0,0,5.26E-07,0
0,0,0.15,0,100,0.5,1050,0,0.45,0.000199414,0,0,0,0,5.86E-07,0
0,0,0.15,0,100,0.5,1075,0,0.4500001,0.000199398,0,0,0,0,6.02E-07,0
0,0,0.15,0,100,0.5,1100,0,0.4500002,0.000199421,0,0,0,0,5.79E-07,1.05E-08
0,0,0.15,0,100,0.5,1125,0,0.4500004,0.000199462,0,0,0,0,5.39E-07,1.38E-08
0,0,0.15,0,100,0.5,1150,0,0.4500006,0.000199507,0,1.56E-08,0,0,4.95E-07,1.69E-08
0,0,0.15,0,100,0.5,1175,0,0.450001,0.000199551,0,3.08E-08,0,0,4.55E-07,1.98E-08
0,0,0.15,0,100,0.5,1200,0,0.4500014,0.000199592,0,5.95E-08,0,0,4.19E-07,2.24E-08
0,0,0.15,0,100,0.5,1225,0,0.450002,0.000199635,0,1.12E-07,0,0,3.87E-07,2.50E-08
0,0,0.15,0,100,0.5,1250,0,0.4500028,0.000199682,0,2.05E-07,0,0,3.58E-07,2.77E-08
0.000408,0.000276,0.150372,0.000126,100,1,550,0.00012,0.45,0.000199995,0.000119999,0.000276,0.000126,0.000407998,0,0
0.000408,0.000276,0.150372,0.000126,100,1,575,0.00012,0.45,0.000199974,0.000119994,0.000275997,0.000125998,0.000407985,1.94E-08,0
0.000408,0.000276,0.150372,0.000126,100,1,600,0.00012,0.4499755,0.00017895,0.000112883,0.000274272,0.00012162,0.000390419,1.43E-05,1.41E-07
0.000408,0.000276,0.150372,0.000126,100,1,625,0.00012,0.4496521,0.00014215,8.35E-05,0.000276935,0.000101674,0.000312056,3.17E-05,2.02E-06
0.000408,0.000276,0.150372,0.000126,100,1,650,0.00012,0.4491615,0.000121137,5.08E-05,0.000280396,7.42E-05,0.000211368,3.23E-05,4.94E-06
0.000408,0.000276,0.150372,0.000126,100,1,675,0.00012,0.4485689,0.000103147,2.22E-05,0.000273935,4.26E-05,0.000107169,2.96E-05,7.82E-06
0.000408,0.000276,0.150372,0.000126,100,1,700,0.00012,0.4479719,9.36E-05,6.39E-06,0.000246692,1.76E-05,3.70E-05,2.53E-05,9.24E-06
0.000408,0.000276,0.150372,0.000126,100,1,725,0.00012,0.4475481,9.50E-05,1.45E-06,0.000206896,5.69E-06,9.89E-06,1.99E-05,9.10E-06
0.000408,0.000276,0.150372,0.000126,100,1,750,0.00012,0.447292,0.000103897,2.63E-07,0.000165033,1.42E-06,2.04E-06,1.44E-05,8.48E-06
0.000408,0.000276,0.150372,0.000126,100,1,775,0.00012,0.4471505,0.00011689,2.78E-08,0.000121932,2.10E-07,2.56E-07,1.02E-05,7.96E-06
0.000408,0.000276,0.150372,0.000126,100,1,800,0.00012,0.4470701,0.000132379,1.46E-09,8.28E-05,1.58E-08,2.61E-08,7.93E-06,7.68E-06
0.000408,0.000276,0.150372,0.000126,100,1,825,0.00012,0.4470365,0.000150504,5.91E-11,5.56E-05,8.44E-10,9.58E-09,6.76E-06,7.62E-06
0.000408,0.000276,0.150372,0.000126,100,1,850,0.00012,0.4470425,0.000170617,2.77E-12,3.87E-05,3.99E-11,6.90E-09,6.00E-06,7.60E-06
0.000408,0.000276,0.150372,0.000126,100,1,875,0.00012,0.4470744,0.000190851,4.15E-13,2.78E-05,1.65E-12,5.41E-09,5.43E-06,7.41E-06
0.000408,0.000276,0.150372,0.000126,100,1,900,0.00012,0.4471187,0.000209379,2.57E-13,2.04E-05,5.33E-14,4.33E-09,4.93E-06,6.85E-06
0.000408,0.000276,0.150372,0.000126,100,1,925,0.00012,0.4471692,0.000225324,2.05E-13,1.51E-05,1.20E-15,3.52E-09,4.44E-06,5.91E-06
0.000408,0.000276,0.150372,0.000126,100,1,950,0.00012,0.4472233,0.000238636,1.61E-13,1.12E-05,1.49E-17,2.90E-09,3.94E-06,4.70E-06
0.000408,0.000276,0.150372,0.000126,100,1,975,0.00012,0.4472779,0.000249634,1.20E-13,8.23E-06,4.37E-20,2.42E-09,3.43E-06,3.39E-06
0.000408,0.000276,0.150372,0.000126,100,1,1000,0.00012,0.4473326,0.000258708,8.24E-14,5.99E-06,1.43E-19,2.08E-09,2.91E-06,2.17E-06
0.000408,0.000276,0.150372,0.000126,100,1,1025,0.00012,0.4473873,0.000266204,5.16E-14,4.34E-06,3.37E-20,1.85E-09,2.42E-06,1.20E-06
0.000408,0.000276,0.150372,0.000126,100,1,1050,0.00012,0.4474418,0.0002724,2.86E-14,3.15E-06,-2.79E-19,1.73E-09,1.99E-06,5.50E-07
0.000408,0.000276,0.150372,0.000126,100,1,1075,0.00012,0.4474955,0.000277514,1.38E-14,2.33E-06,-2.99E-19,1.74E-09,1.63E-06,2.11E-07
0.000408,0.000276,0.150372,0.000126,100,1,1100,0.00012,0.4475488,0.000281735,5.43E-15,1.83E-06,2.38E-20,1.91E-09,1.37E-06,7.77E-08
0.000408,0.000276,0.150372,0.000126,100,1,1125,0.00012,0.4476016,0.00028524,1.41E-15,1.60E-06,2.24E-17,2.28E-09,1.18E-06,4.02E-08
0.000408,0.000276,0.150372,0.000126,100,1,1150,0.00012,0.4476537,0.000288182,4.05E-16,1.64E-06,2.60E-21,2.92E-09,1.05E-06,3.33E-08
0.000408,0.000276,0.150372,0.000126,100,1,1175,0.00012,0.4477053,0.000290696,-2.70E-14,1.95E-06,6.34E-22,3.89E-09,9.46E-07,3.36E-08
0.000408,0.000276,0.150372,0.000126,100,1,1200,0.00012,0.4477566,0.000292896,-1.04E-15,2.55E-06,-9.41E-20,5.29E-09,8.66E-07,3.59E-08
0.000408,0.000276,0.150372,0.000126,100,1,1225,0.00012,0.4478078,0.000294879,4.62E-17,3.51E-06,-9.88E-20,7.24E-09,8.00E-07,3.90E-08
0.000408,0.000276,0.150372,0.000126,100,1,1250,0.00012,0.4478591,0.000296719,7.11E-17,4.91E-06,1.04E-18,9.90E-09,7.42E-07,4.28E-08
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,550,0.00024,0.45,0.000199989,0.00024,6.90E-05,3.15E-05,0.000102,1.08E-08,0
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,575,0.00024,0.45,0.000199988,0.000239999,6.90E-05,3.15E-05,0.000102,1.08E-08,0
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,600,0.00024,0.45,0.000199986,0.000239998,6.90E-05,3.15E-05,0.000101999,1.18E-08,0
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,625,0.00024,0.45,0.000199979,0.000239994,6.90E-05,3.15E-05,0.000101998,1.50E-08,0
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,650,0.00024,0.4499999,0.000199962,0.000239985,6.90E-05,3.15E-05,0.000101995,2.33E-08,0
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,675,0.00024,0.4499998,0.000199917,0.000239961,6.90E-05,3.15E-05,0.000101986,4.38E-08,0
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,700,0.00024,0.4499996,0.0001998,0.000239896,6.90E-05,3.15E-05,0.000101961,9.65E-08,0
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,725,0.00024,0.4499989,0.000199429,0.000239683,6.90E-05,3.15E-05,0.000101878,2.57E-07,0
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,750,0.00024,0.4499951,0.000197305,0.000238393,6.89E-05,3.13E-05,0.000101376,1.13E-06,0
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,775,0.00024,0.4498585,0.000142032,0.000186005,7.02E-05,2.61E-05,8.08E-05,1.58E-05,1.54E-06
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,800,0.00024,0.4495173,9.01E-05,0.000100424,7.40E-05,1.64E-05,4.52E-05,1.55E-05,6.38E-06
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,825,0.00024,0.4492426,6.39E-05,4.90E-05,7.43E-05,9.15E-06,2.22E-05,1.31E-05,9.78E-06
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,850,0.00024,0.4490222,5.00E-05,1.77E-05,7.00E-05,3.84E-06,7.91E-06,1.11E-05,1.14E-05
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,875,0.00024,0.4488518,4.54E-05,2.80E-06,5.72E-05,7.79E-07,1.22E-06,9.16E-06,1.09E-05
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,900,0.00024,0.4487284,4.90E-05,3.88E-08,3.23E-05,2.00E-08,1.96E-08,6.58E-06,8.90E-06
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,925,0.00024,0.4486528,5.65E-05,1.39E-10,1.56E-05,1.48E-10,1.72E-09,4.47E-06,6.52E-06
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,950,0.00024,0.44862,6.67E-05,7.08E-12,8.17E-06,2.27E-12,1.02E-09,3.31E-06,4.32E-06
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,975,0.00024,0.4486173,8.01E-05,7.91E-13,4.71E-06,2.58E-14,7.08E-10,2.60E-06,2.51E-06
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,1000,0.00024,0.4486334,9.66E-05,2.26E-13,2.89E-06,4.70E-17,5.40E-10,2.10E-06,1.23E-06
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,1025,0.00024,0.4486605,0.000115802,1.56E-13,1.84E-06,-6.19E-18,4.45E-10,1.72E-06,4.70E-07
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,1050,0.00024,0.4486941,0.000137127,1.16E-13,1.19E-06,-1.32E-20,4.02E-10,1.45E-06,1.43E-07
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,1075,0.00024,0.448731,0.000159641,8.00E-14,7.85E-07,3.96E-21,4.16E-10,1.31E-06,5.15E-08
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,1100,0.00024,0.4487691,0.000182409,4.85E-14,5.70E-07,3.72E-21,4.98E-10,1.26E-06,3.75E-08
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,1125,0.00024,0.4488071,0.000204607,2.46E-14,5.29E-07,1.32E-22,6.62E-10,1.25E-06,3.86E-08
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,1150,0.00024,0.448844,0.000225622,9.68E-15,6.44E-07,-2.41E-21,9.25E-10,1.24E-06,4.24E-08
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,1175,0.00024,0.4488796,0.000245081,2.71E-15,9.05E-07,-3.24E-20,1.31E-09,1.24E-06,4.74E-08
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,1200,0.00024,0.4489136,0.00026283,4.86E-16,1.32E-06,-4.92E-21,1.85E-09,1.22E-06,5.31E-08
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,1225,0.00024,0.4489462,0.000278862,6.99E-17,1.92E-06,-1.08E-22,2.60E-09,1.20E-06,5.94E-08
0.000102,6.90E-05,0.150093,3.15E-05,100,2.5,1250,0.00024,0.4489776,0.000293273,4.30E-17,2.78E-06,2.00E-25,3.60E-09,1.17E-06,6.62E-08
0.000306,0.000207,0.150279,9.45E-05,100,5,550,0.00036,0.45,0.000199955,0.000359999,0.000206999,9.45E-05,0.000305999,4.33E-08,0
0.000306,0.000207,0.150279,9.45E-05,100,5,575,0.00036,0.45,0.000199952,0.000359996,0.000206999,9.45E-05,0.000305998,4.40E-08,0
0.000306,0.000207,0.150279,9.45E-05,100,5,600,0.00036,0.4499999,0.000199941,0.000359991,0.000206998,9.45E-05,0.000305993,4.98E-08,0
0.000306,0.000207,0.150279,9.45E-05,100,5,625,0.00036,0.4499999,0.000199908,0.000359976,0.000206995,9.45E-05,0.000305982,6.79E-08,0
0.000306,0.000207,0.150279,9.45E-05,100,5,650,0.00036,0.4499997,0.00019982,0.000359937,0.000206988,9.45E-05,0.000305954,1.16E-07,0
0.000306,0.000207,0.150279,9.45E-05,100,5,675,0.00036,0.4499992,0.000199588,0.000359834,0.000206973,9.45E-05,0.000305875,2.45E-07,0
0.000306,0.000207,0.150279,9.45E-05,100,5,700,0.00036,0.4499978,0.000198891,0.000359513,0.000206934,9.44E-05,0.000305627,6.26E-07,0
0.000306,0.000207,0.150279,9.45E-05,100,5,725,0.00036,0.4499921,0.000195777,0.000358006,0.000206788,9.41E-05,0.00030445,2.29E-06,0
0.000306,0.000207,0.150279,9.45E-05,100,5,750,0.00036,0.4495396,8.21E-05,0.000157968,0.000214796,5.36E-05,0.000145674,2.80E-05,1.50E-05
0.000306,0.000207,0.150279,9.45E-05,100,5,775,0.00036,0.4482803,5.20E-05,2.72E-05,0.000194296,1.52E-05,2.93E-05,2.96E-05,2.75E-05
0.000306,0.000207,0.150279,9.45E-05,100,5,800,0.00036,0.4478243,4.52E-05,7.91E-06,0.000168442,5.79E-06,8.92E-06,3.27E-05,2.82E-05
0.000306,0.000207,0.150279,9.45E-05,100,5,825,0.00036,0.4475573,4.10E-05,2.04E-06,0.000140271,1.89E-06,2.29E-06,3.36E-05,2.64E-05
0.000306,0.000207,0.150279,9.45E-05,100,5,850,0.00036,0.4473708,3.99E-05,3.18E-07,0.000107281,3.84E-07,3.45E-07,3.11E-05,2.28E-05
0.000306,0.000207,0.150279,9.45E-05,100,5,875,0.00036,0.4472257,4.34E-05,1.26E-08,6.69E-05,2.37E-08,1.92E-08,2.50E-05,1.78E-05
0.000306,0.000207,0.150279,9.45E-05,100,5,900,0.00036,0.4471079,5.14E-05,1.81E-11,2.95E-05,1.67E-10,3.79E-09,1.61E-05,1.22E-05
0.000306,0.000207,0.150279,9.45E-05,100,5,925,0.00036,0.4470283,6.10E-05,9.80E-13,9.43E-06,1.01E-13,1.48E-09,8.45E-06,6.93E-06
0.000306,0.000207,0.150279,9.45E-05,100,5,950,0.00036,0.4469977,7.07E-05,2.27E-13,2.85E-06,-2.80E-14,6.07E-10,4.43E-06,3.12E-06
0.000306,0.000207,0.150279,9.45E-05,100,5,975,0.00036,0.4470085,8.25E-05,6.48E-13,1.01E-06,-4.43E-18,3.31E-10,2.68E-06,1.04E-06
0.000306,0.000207,0.150279,9.45E-05,100,5,1000,0.00036,0.447047,9.79E-05,5.23E-13,4.23E-07,-3.25E-17,2.42E-10,1.88E-06,2.50E-07
0.000306,0.000207,0.150279,9.45E-05,100,5,1025,0.00036,0.4471027,0.00011746,4.01E-13,2.02E-07,-8.19E-18,2.37E-10,1.59E-06,6.19E-08
0.000306,0.000207,0.150279,9.45E-05,100,5,1050,0.00036,0.4471685,0.000140904,2.62E-13,1.28E-07,5.22E-22,3.02E-10,1.58E-06,3.94E-08
0.000306,0.000207,0.150279,9.45E-05,100,5,1075,0.00036,0.4472399,0.000167822,1.43E-13,1.37E-07,-7.25E-21,4.34E-10,1.68E-06,4.19E-08
0.000306,0.000207,0.150279,9.45E-05,100,5,1100,0.00036,0.447314,0.000197248,6.11E-14,1.97E-07,3.37E-21,6.41E-10,1.79E-06,4.72E-08
0.000306,0.000207,0.150279,9.45E-05,100,5,1125,0.00036,0.4473883,0.000227826,1.86E-14,3.00E-07,-9.11E-23,9.41E-10,1.89E-06,5.36E-08
0.000306,0.000207,0.150279,9.45E-05,100,5,1150,0.00036,0.4474611,0.000258071,3.51E-15,4.55E-07,-4.23E-23,1.36E-09,1.96E-06,6.07E-08
0.000306,0.000207,0.150279,9.45E-05,100,5,1175,0.00036,0.4475311,0.000286741,5.54E-16,6.80E-07,6.92E-25,1.95E-09,2.00E-06,6.85E-08
0.000306,0.000207,0.150279,9.45E-05,100,5,1200,0.00036,0.4475978,0.000313071,1.16E-16,1.00E-06,2.68E-25,2.76E-09,2.02E-06,7.70E-08
0.000306,0.000207,0.150279,9.45E-05,100,5,1225,0.00036,0.4476612,0.000336755,8.94E-17,1.46E-06,4.31E-27,3.86E-09,2.01E-06,8.62E-08
0.000306,0.000207,0.150279,9.45E-05,100,5,1250,0.00036,0.4477213,0.000357833,1.32E-16,2.11E-06,-3.31E-28,5.35E-09,1.98E-06,9.61E-08
