Distance_(cm), Plug_flow_residence_time_(sec), Internal_surface_area_per_unit_distance_(cm), Cross-section_area_(cm2), External_surface_area_per_unit_distance_(cm), Velocity_(cm/sec), Exit_mass_flow_rate_(g/sec), Net_heat_production_from_gas-phase_reactions_(erg/cm3-sec), Surface_temperature_(K), Temperature_(K), Pressure_(dyne/cm2), Mole_fraction_NH3_(), Mole_fraction_NO_(), Mole_fraction_O2_(), Mole_fraction_N2_(), Mole_fraction_H2O_(), Mole_fraction_CO2_(), Mole_fraction_CH4_(), Mole_fraction_H2_(), Molecular_weight_(g/mole), Mass_density_(g/cm3), Mixture_enthalpy_(erg/g), Sensible_enthalpy_(erg/g), Unburned_hydrocarbons_(ppmvd), Volatile_organic_compounds_(ppmvd), Total_CO_production_rate_(g/sec), Total_NOx_production_rate_(g/sec), Molar_CO_production_rate_(mole/cm3-sec), Molar_NOx_production_rate_(mole/cm3-sec), Ppmvd_CO_(ppm), Ppmvd_NO_(ppm), Ppmvd_NOx_(ppm), Ppmvd15%O2_CO_(ppm), Ppmvd15%O2_NO_(ppm), Ppmvd15%O2_NOx_(ppm), Molar_conversion_NH3_(percent), Molar_conversion_NO_(percent), Molar_conversion_O2_(percent), Molar_conversion_N2_(percent), Molar_conversion_CO2_(percent), Net_rxn_rate_NH3+NO+0.25O2=>N2+1.5H2O_GasRxn#1_(mole/cm3-sec), Forward_rxn_rate_NH3+NO+0.25O2=>N2+1.5H2O_GasRxn#1_(mole/cm3-sec), Net_rxn_rate_NH3+1.25O2=>NO+1.5H2O_GasRxn#2_(mole/cm3-sec), Forward_rxn_rate_NH3+1.25O2=>NO+1.5H2O_GasRxn#2_(mole/cm3-sec), Hdot_NH3+NO+0.25O2=>N2+1.5H2O_GasRxn#1_(erg/cm3-sec), Hdot_NH3+1.25O2=>NO+1.5H2O_GasRxn#2_(erg/cm3-sec)
0.000000e+000, 0.000000e+000, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.500000e+001, 1.408085e-001, 5.427051e+010, 1.600000e+003, 1.600000e+003, 1.013250e+006, 3.000000e-004, 2.000000e-004, 6.000000e-002, 7.895000e-001, 0.000000e+000, 1.500000e-001, 0.000000e+000, 0.000000e+000, 3.064911e+001, 2.334414e-004, -4.284445e+009, 1.497470e+010, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 9.763226e-003, 0.000000e+000, 2.000000e+002, 2.000000e+002, 0.000000e+000, 8.000000e+001, 8.000000e+001, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 4.978638e-003, 4.978638e-003, 1.474186e-002, 1.474186e-002, 2.044040e+010, 3.383011e+010
3.471506e-007, 4.628546e-009, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.500416e+001, 1.408085e-001, 5.281028e+010, 1.600084e+003, 1.600084e+003, 1.013250e+006, 2.881967e-004, 2.057791e-004, 5.998808e-002, 7.895007e-001, 1.770361e-005, 1.499996e-001, 5.788994e-026, -5.670699e-026, 3.064902e+001, 2.334284e-004, -4.284445e+009, 1.497575e+010, 5.789097e-020, 5.789097e-020, 0.000000e+000, 0.000000e+000, 0.000000e+000, 9.262636e-003, 0.000000e+000, 2.057828e+002, 2.057828e+002, 0.000000e+000, 8.230715e+001, 8.230715e+001, 3.934146e+000, -2.889866e+000, 1.956951e-002, -3.814052e-004, 2.022227e-008, 4.929961e-003, 4.929961e-003, 1.419260e-002, 1.419260e-002, 2.024058e+010, 3.256971e+010
7.844381e-006, 1.045388e-007, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.506714e+001, 1.408085e-001, 2.430090e+010, 1.601358e+003, 1.601358e+003, 1.013250e+006, 1.131782e-004, 2.789758e-004, 5.981760e-002, 7.895170e-001, 2.802117e-004, 1.499930e-001, 5.040515e-025, -1.541030e-024, 3.064768e+001, 2.332326e-004, -4.284445e+009, 1.499169e+010, 5.041928e-019, 5.041928e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.062512e-003, 0.000000e+000, 2.790539e+002, 2.790539e+002, 0.000000e+000, 1.114985e+002, 1.114985e+002, 6.227217e+001, -3.949439e+001, 2.993447e-001, -6.828842e-003, 2.027792e-008, 2.698599e-003, 2.698599e-003, 5.761111e-003, 5.761111e-003, 1.107965e+010, 1.322125e+010
2.306365e-005, 3.072163e-007, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510360e+001, 1.408085e-001, 3.302528e+009, 1.602096e+003, 1.602096e+003, 1.013250e+006, 1.433074e-005, 3.122632e-004, 5.972534e-002, 7.895303e-001, 4.284718e-004, 1.499893e-001, 3.954814e-025, 4.629274e-024, 3.064692e+001, 2.331194e-004, -4.284445e+009, 1.500093e+010, 3.956509e-019, 3.956509e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.550059e-004, 0.000000e+000, 3.123971e+002, 3.123971e+002, 0.000000e+000, 1.247517e+002, 1.247517e+002, 9.522274e+001, -5.614275e+001, 4.506566e-001, -1.098052e-002, 2.013327e-008, 3.886766e-004, 3.886766e-004, 7.436825e-004, 7.436825e-004, 1.595808e+009, 1.706720e+009
4.601671e-005, 6.128199e-007, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510871e+001, 1.408085e-001, 1.370115e+008, 1.602199e+003, 1.602199e+003, 1.013250e+006, 5.891694e-007, 3.165294e-004, 5.971270e-002, 7.895323e-001, 4.490826e-004, 1.499888e-001, 5.168765e-025, -2.572806e-024, 3.064682e+001, 2.331035e-004, -4.284445e+009, 1.500222e+010, 5.171087e-019, 5.171087e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 1.442309e-005, 0.000000e+000, 3.166717e+002, 3.166717e+002, 0.000000e+000, 1.264491e+002, 1.264491e+002, 9.980360e+001, -5.827657e+001, 4.713911e-001, -1.158058e-002, 2.009084e-008, 1.623428e-005, 1.623428e-005, 3.065737e-005, 3.065737e-005, 6.665394e+007, 7.035754e+007
1.070174e-004, 1.424983e-006, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510893e+001, 1.408085e-001, 2.657801e+004, 1.602204e+003, 1.602204e+003, 1.013250e+006, 1.142453e-010, 3.167105e-004, 5.971215e-002, 7.895324e-001, 4.499661e-004, 1.499888e-001, 5.169206e-025, -3.732355e-024, 3.064681e+001, 2.331028e-004, -4.284445e+009, 1.500228e+010, 5.171534e-019, 5.171534e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 2.795354e-009, 0.000000e+000, 3.168531e+002, 3.168531e+002, 0.000000e+000, 1.265211e+002, 1.265211e+002, 9.999996e+001, -5.836713e+001, 4.722784e-001, -1.160642e-002, 2.008711e-008, 3.150080e-009, 3.150080e-009, 5.945434e-009, 5.945434e-009, 1.293345e+004, 1.364456e+004
2.963488e-001, 3.945587e-003, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510894e+001, 1.408085e-001, 0.000000e+000, 1.602204e+003, 1.602204e+003, 1.013250e+006, -3.071542e-008, 3.167200e-004, 5.971213e-002, 7.895324e-001, 4.500123e-004, 1.499887e-001, 5.169178e-025, -3.270333e-024, 3.064681e+001, 2.331028e-004, -4.284445e+009, 1.500228e+010, 5.171505e-019, 5.171505e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.168626e+002, 3.168626e+002, 0.000000e+000, 1.265249e+002, 1.265249e+002, 1.000102e+002, -5.837187e+001, 4.723249e-001, -1.160777e-002, 2.008695e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
7.463488e-001, 9.936884e-003, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510896e+001, 1.408085e-001, 0.000000e+000, 1.602204e+003, 1.602204e+003, 1.013250e+006, -7.728859e-008, 3.167343e-004, 5.971208e-002, 7.895324e-001, 4.500822e-004, 1.499887e-001, 5.169178e-025, -3.268811e-024, 3.064681e+001, 2.331027e-004, -4.284445e+009, 1.500228e+010, 5.171506e-019, 5.171506e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.168769e+002, 3.168769e+002, 0.000000e+000, 1.265306e+002, 1.265306e+002, 1.000258e+002, -5.837902e+001, 4.723950e-001, -1.160981e-002, 2.008693e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.196349e+000, 1.592818e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510897e+001, 1.408085e-001, 0.000000e+000, 1.602205e+003, 1.602205e+003, 1.013250e+006, -1.238493e-007, 3.167486e-004, 5.971204e-002, 7.895324e-001, 4.501520e-004, 1.499887e-001, 5.169178e-025, -3.268421e-024, 3.064681e+001, 2.331027e-004, -4.284445e+009, 1.500229e+010, 5.171506e-019, 5.171506e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.168912e+002, 3.168912e+002, 0.000000e+000, 1.265363e+002, 1.265363e+002, 1.000413e+002, -5.838618e+001, 4.724651e-001, -1.161185e-002, 2.008688e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.646349e+000, 2.191947e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510899e+001, 1.408085e-001, 0.000000e+000, 1.602205e+003, 1.602205e+003, 1.013250e+006, -1.703950e-007, 3.167629e-004, 5.971200e-002, 7.895324e-001, 4.502218e-004, 1.499887e-001, 5.169178e-025, -3.268108e-024, 3.064681e+001, 2.331026e-004, -4.284445e+009, 1.500229e+010, 5.171506e-019, 5.171506e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.169056e+002, 3.169056e+002, 0.000000e+000, 1.265420e+002, 1.265420e+002, 1.000568e+002, -5.839333e+001, 4.725352e-001, -1.161390e-002, 2.008694e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
2.096349e+000, 2.791077e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510901e+001, 1.408085e-001, 0.000000e+000, 1.602205e+003, 1.602205e+003, 1.013250e+006, -2.169251e-007, 3.167772e-004, 5.971196e-002, 7.895325e-001, 4.502916e-004, 1.499887e-001, 5.169178e-025, -3.267168e-024, 3.064681e+001, 2.331026e-004, -4.284445e+009, 1.500230e+010, 5.171507e-019, 5.171507e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.169199e+002, 3.169199e+002, 0.000000e+000, 1.265476e+002, 1.265476e+002, 1.000723e+002, -5.840048e+001, 4.726053e-001, -1.161594e-002, 2.008694e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
2.546349e+000, 3.390206e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510903e+001, 1.408085e-001, 0.000000e+000, 1.602206e+003, 1.602206e+003, 1.013250e+006, -2.634394e-007, 3.167915e-004, 5.971191e-002, 7.895325e-001, 4.503614e-004, 1.499887e-001, 5.169178e-025, -3.265941e-024, 3.064681e+001, 2.331025e-004, -4.284445e+009, 1.500230e+010, 5.171507e-019, 5.171507e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.169342e+002, 3.169342e+002, 0.000000e+000, 1.265533e+002, 1.265533e+002, 1.000878e+002, -5.840762e+001, 4.726754e-001, -1.161798e-002, 2.008688e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
2.996349e+000, 3.989335e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510904e+001, 1.408085e-001, 0.000000e+000, 1.602206e+003, 1.602206e+003, 1.013250e+006, -3.099378e-007, 3.168058e-004, 5.971187e-002, 7.895325e-001, 4.504311e-004, 1.499887e-001, 5.169178e-025, -3.265447e-024, 3.064681e+001, 2.331025e-004, -4.284445e+009, 1.500231e+010, 5.171507e-019, 5.171507e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.169485e+002, 3.169485e+002, 0.000000e+000, 1.265590e+002, 1.265590e+002, 1.001033e+002, -5.841477e+001, 4.727454e-001, -1.162002e-002, 2.008689e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.446349e+000, 4.588464e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510906e+001, 1.408085e-001, 0.000000e+000, 1.602206e+003, 1.602206e+003, 1.013250e+006, -3.564203e-007, 3.168200e-004, 5.971183e-002, 7.895325e-001, 4.505008e-004, 1.499887e-001, 5.169178e-025, -3.265438e-024, 3.064681e+001, 2.331024e-004, -4.284445e+009, 1.500231e+010, 5.171508e-019, 5.171508e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.169628e+002, 3.169628e+002, 0.000000e+000, 1.265647e+002, 1.265647e+002, 1.001188e+002, -5.842191e+001, 4.728154e-001, -1.162206e-002, 2.008689e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
3.896349e+000, 5.187592e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510908e+001, 1.408085e-001, 0.000000e+000, 1.602207e+003, 1.602207e+003, 1.013250e+006, -4.028868e-007, 3.168343e-004, 5.971178e-002, 7.895325e-001, 4.505705e-004, 1.499887e-001, 5.169178e-025, -3.265310e-024, 3.064681e+001, 2.331024e-004, -4.284445e+009, 1.500232e+010, 5.171508e-019, 5.171508e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.169771e+002, 3.169771e+002, 0.000000e+000, 1.265704e+002, 1.265704e+002, 1.001343e+002, -5.842905e+001, 4.728854e-001, -1.162410e-002, 2.008688e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.346349e+000, 5.786721e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510909e+001, 1.408085e-001, 0.000000e+000, 1.602207e+003, 1.602207e+003, 1.013250e+006, -4.493373e-007, 3.168486e-004, 5.971174e-002, 7.895325e-001, 4.506402e-004, 1.499887e-001, 5.169178e-025, -3.265067e-024, 3.064681e+001, 2.331023e-004, -4.284445e+009, 1.500232e+010, 5.171508e-019, 5.171508e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.169914e+002, 3.169914e+002, 0.000000e+000, 1.265760e+002, 1.265760e+002, 1.001498e+002, -5.843618e+001, 4.729554e-001, -1.162614e-002, 2.008688e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
4.796349e+000, 6.385849e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510911e+001, 1.408085e-001, 0.000000e+000, 1.602207e+003, 1.602207e+003, 1.013250e+006, -4.957718e-007, 3.168628e-004, 5.971170e-002, 7.895325e-001, 4.507099e-004, 1.499887e-001, 5.169178e-025, -3.264841e-024, 3.064681e+001, 2.331023e-004, -4.284445e+009, 1.500232e+010, 5.171508e-019, 5.171508e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.170057e+002, 3.170057e+002, 0.000000e+000, 1.265817e+002, 1.265817e+002, 1.001653e+002, -5.844331e+001, 4.730253e-001, -1.162817e-002, 2.008689e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
5.246349e+000, 6.984978e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510913e+001, 1.408085e-001, 0.000000e+000, 1.602208e+003, 1.602208e+003, 1.013250e+006, -5.421904e-007, 3.168771e-004, 5.971166e-002, 7.895325e-001, 4.507795e-004, 1.499887e-001, 5.169177e-025, -3.264632e-024, 3.064681e+001, 2.331022e-004, -4.284445e+009, 1.500233e+010, 5.171509e-019, 5.171509e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.170200e+002, 3.170200e+002, 0.000000e+000, 1.265874e+002, 1.265874e+002, 1.001807e+002, -5.845044e+001, 4.730952e-001, -1.163021e-002, 2.008689e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
5.696349e+000, 7.584106e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510915e+001, 1.408085e-001, 0.000000e+000, 1.602208e+003, 1.602208e+003, 1.013250e+006, -5.885930e-007, 3.168913e-004, 5.971161e-002, 7.895325e-001, 4.508491e-004, 1.499887e-001, 5.169177e-025, -3.264442e-024, 3.064681e+001, 2.331021e-004, -4.284445e+009, 1.500233e+010, 5.171509e-019, 5.171509e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.170343e+002, 3.170343e+002, 0.000000e+000, 1.265930e+002, 1.265930e+002, 1.001962e+002, -5.845757e+001, 4.731651e-001, -1.163225e-002, 2.008688e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
6.146349e+000, 8.183234e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510916e+001, 1.408085e-001, 0.000000e+000, 1.602208e+003, 1.602208e+003, 1.013250e+006, -6.349796e-007, 3.169056e-004, 5.971157e-002, 7.895325e-001, 4.509187e-004, 1.499887e-001, 5.169177e-025, -3.264264e-024, 3.064681e+001, 2.331021e-004, -4.284445e+009, 1.500234e+010, 5.171509e-019, 5.171509e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.170485e+002, 3.170485e+002, 0.000000e+000, 1.265987e+002, 1.265987e+002, 1.002117e+002, -5.846469e+001, 4.732350e-001, -1.163428e-002, 2.008690e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
6.596349e+000, 8.782362e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510918e+001, 1.408085e-001, 0.000000e+000, 1.602209e+003, 1.602209e+003, 1.013250e+006, -6.813501e-007, 3.169198e-004, 5.971153e-002, 7.895325e-001, 4.509882e-004, 1.499887e-001, 5.169177e-025, -3.264098e-024, 3.064681e+001, 2.331020e-004, -4.284445e+009, 1.500234e+010, 5.171510e-019, 5.171510e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.170628e+002, 3.170628e+002, 0.000000e+000, 1.266044e+002, 1.266044e+002, 1.002271e+002, -5.847181e+001, 4.733048e-001, -1.163632e-002, 2.008693e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
7.046349e+000, 9.381489e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510920e+001, 1.408085e-001, 0.000000e+000, 1.602209e+003, 1.602209e+003, 1.013250e+006, -7.277047e-007, 3.169340e-004, 5.971149e-002, 7.895325e-001, 4.510577e-004, 1.499887e-001, 5.169177e-025, -3.263946e-024, 3.064681e+001, 2.331020e-004, -4.284445e+009, 1.500235e+010, 5.171510e-019, 5.171510e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.170770e+002, 3.170770e+002, 0.000000e+000, 1.266100e+002, 1.266100e+002, 1.002426e+002, -5.847892e+001, 4.733746e-001, -1.163835e-002, 2.008695e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
7.496349e+000, 9.980617e-002, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510922e+001, 1.408085e-001, 0.000000e+000, 1.602209e+003, 1.602209e+003, 1.013250e+006, -7.740433e-007, 3.169482e-004, 5.971144e-002, 7.895325e-001, 4.511272e-004, 1.499887e-001, 5.169177e-025, -3.263809e-024, 3.064681e+001, 2.331019e-004, -4.284445e+009, 1.500235e+010, 5.171510e-019, 5.171510e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.170913e+002, 3.170913e+002, 0.000000e+000, 1.266157e+002, 1.266157e+002, 1.002580e+002, -5.848604e+001, 4.734444e-001, -1.164039e-002, 2.008697e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
7.946349e+000, 1.057974e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510923e+001, 1.408085e-001, 0.000000e+000, 1.602210e+003, 1.602210e+003, 1.013250e+006, -8.203659e-007, 3.169625e-004, 5.971140e-002, 7.895325e-001, 4.511967e-004, 1.499887e-001, 5.169177e-025, -3.263686e-024, 3.064681e+001, 2.331019e-004, -4.284445e+009, 1.500235e+010, 5.171511e-019, 5.171511e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.171055e+002, 3.171055e+002, 0.000000e+000, 1.266213e+002, 1.266213e+002, 1.002735e+002, -5.849315e+001, 4.735141e-001, -1.164242e-002, 2.008695e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
8.396349e+000, 1.117887e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510925e+001, 1.408085e-001, 0.000000e+000, 1.602210e+003, 1.602210e+003, 1.013250e+006, -8.666726e-007, 3.169767e-004, 5.971136e-002, 7.895325e-001, 4.512662e-004, 1.499887e-001, 5.169177e-025, -3.263578e-024, 3.064681e+001, 2.331018e-004, -4.284445e+009, 1.500236e+010, 5.171511e-019, 5.171511e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.171198e+002, 3.171198e+002, 0.000000e+000, 1.266270e+002, 1.266270e+002, 1.002889e+002, -5.850026e+001, 4.735839e-001, -1.164445e-002, 2.008698e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
